113,Chansey,Normal,5,5,Naturalmente curioso|*|Cura natural
129,Magikarp,Agua,10,55,Impulso|*|Ninguna
011,Metapod,Bicho,20,55,Mudar
063,Abra,Psíquico,20,15,Sincronía|*|Foco interno
014,Kakuna,Bicho/Veneno,25,50,Mudar
010,Caterpie,Bicho,30,35,Polvo escudo|*|Enjambre
081,Magnemite,Eléctrico/Acero,35,70,Imán|*|Cabeza dura
092,Gastly,Fantasma/Veneno,35,30,Levitación|*|Ninguna
013,Weedle,Bicho/Veneno,35,30,Punto tóxico|*|Enjambre
064,Kadabra,Psíquico,35,30,Sincronía|*|Foco interno
072,Tentacool,Agua/Veneno,40,35,Cuerpo puro|*|Lodo líquido
116,Horsea,Agua,40,70,Nado rápido|*|Humedad
102,Exeggcute,Planta/Psíquico,40,80,Clorofila|*|Cosecha
138,Omanyte,Roca/Agua,40,100,Cabeza roca|*|Cura lluvia
037,Vulpix,Fuego,41,40,Mar llamas|*|Sequía
086,Seel,Agua,45,55,Refugio|*|Hidratación
041,Zubat,Veneno/Volador,45,35,Levitación
095,Onix,Roca/Tierra,45,160,Roca sólida|*|Cabeza roca
052,Meowth,Normal,45,35,Recogida|*|Flexibilidad
016,Pidgey,Normal/Volador,45,40,Keen Eye|*|Tangled Feet
035,Clefairy,Hada,45,48,Muro mágico|*|Gran encanto
120,Staryu,Agua,45,55,Iluminación|*|Cura natural
122,Mr. Mime,Psíquico/Hada,45,65,Francotirador|*|Foco interno
012,Butterfree,Bicho/Volador,45,50,Ojo compuesto|*|Enjambre
039,Jigglypuff,Normal/Hada,45,20,Gran encanto|*|Cura cuerpo
029,Nidoran?,Veneno,47,52,Velo polvo|*|Rivalidad
096,Drowzee,Psíquico,48,45,Insomnio|*|Foco interno
132,Ditto,Normal,48,48,Impostor|*|Ninguna
007,Squirtle,Agua,48,65,Torrente|*|Caparazón resistente
001,Bulbasaur,Planta/Veneno,49,49,Clorofila|*|Espesura
065,Alakazam,Psíquico,50,45,Sincronía|*|Foco interno
043,Oddish,Planta/Veneno,50,55,Clorofila|*|Clorofila
124,Jynx,Hielo/Psíquico,50,35,Análisis|*|Punto hielo
104,Cubone,Tierra,50,95,Cabeza roca|*|Armadura batalla
093,Haunter,Fantasma/Veneno,50,45,Levitación|*|Ninguna
060,Poliwag,Agua,50,40,Absorbe agua|*|Torrent
054,Psyduck,Agua,52,48,Despiste|*|Torrente
004,Charmander,Fuego,52,43,Mar llamas|*|Poder solar
048,Venonat,Bicho/Veneno,55,50,Compuesto de ojos|*|Tintín
050,Diglett,Tierra,55,25,Robustez|*|Arena movediza
108,Lickitung,Normal,55,75,Clorofila|*|Cura limo
025,Pikachu,Eléctrico,55,40,Electricidad estática|*|Sacudida
114,Tangela,Planta,55,115,Clorofila|*|Regeneración
133,Eevee,Normal,55,50,Adaptabilidad|*|Anticipación
100,Voltorb,Eléctrico,55,50,Levitación|*|Ninguna
019,Rattata,Normal,56,35,Run Away|*|Guts
032,Nidoran?,Veneno,57,40,Velo polvo|*|Rivalidad
021,Spearow,Normal/Volador,60,30,Keen Eye|*|Sniper
023,Ekans,Veneno,60,44,Muda piel|*|Intimidación
082,Magneton,Eléctrico/Acero,60,95,Imán|*|Cabeza dura
105,Marowak,Tierra,60,110,Cabeza roca|*|Armadura batalla
137,Porygon,Normal,60,70,Rastro|*|Descarga
017,Pidgeotto,Normal/Volador,60,55,Keen Eye|*|Tangled Feet
139,Omastar,Roca/Agua,60,125,Cabeza roca|*|Cura lluvia
030,Nidorina,Veneno,62,67,Velo polvo|*|Rivalidad
002,Ivysaur,Planta/Veneno,62,63,Clorofila|*|Espesura
008,Wartortle,Agua,63,80,Torrente|*|Caparazón resistente
005,Charmeleon,Fuego,64,58,Mar llamas|*|Poder solar
147,Dratini,Dragón,64,45,Enjambre|*|Cambio color
079,Slowpoke,Agua/Psíquico,65,65,Insomnio|*|Nado rápido
049,Venomoth,Bicho/Veneno,65,60,Compuesto de ojos|*|Tintín
094,Gengar,Fantasma/Veneno,65,60,Levitación|*|Ninguna
109,Koffing,Veneno,65,95,Levitación|*|Ninguna
061,Poliwhirl,Agua,65,65,Absorbe agua|*|Torrente
135,Jolteon,Eléctrico,65,60,Voltaje cambio|*|Punto trueno
083,Farfetch’d,Normal/Volador,65,55,Foco interno|*|Súper guardián
044,Gloom,Planta/Veneno,65,70,Clorofila|*|Clorofila
117,Seadra,Agua,65,95,Punto nudo|*|Humedad
090,Shellder,Agua,65,100,Concha gruesa|*|Caparazón
118,Goldeen,Agua,67,60,Nado rápido|*|Adaptable
073,Tentacruel,Agua/Veneno,70,65,Cuerpo puro|*|Lodo líquido
040,Wigglytuff,Normal/Hada,70,45,Gran encanto|*|Cura cuerpo
053,Persian,Normal,70,60,Flexibilidad|*|Tumbos
036,Clefable,Hada,70,73,Muro mágico|*|Gran encanto
058,Growlithe,Fuego,70,45,Intimidación|*|Armadura ignífuga
046,Paras,Bicho/Planta,70,55,Efecto espora|*|Poder solar
087,Dewgong,Agua/Hielo,70,80,Refugio|*|Hidratación
033,Nidorino,Veneno,72,57,Velo polvo|*|Rivalidad
097,Hypno,Psíquico,73,70,Insomnio|*|Foco interno
080,Slowbro,Agua/Psíquico,75,110,Insomnio|*|Nado rápido
121,Starmie,Agua/Psíquico,75,85,Iluminación|*|Cura natural
069,Bellsprout,Planta/Veneno,75,35,Clorofila|*|Allanamiento
027,Sandshrew,Tierra,75,85,Arena movediza|*|Velo arena
038,Ninetales,Fuego,76,75,Mar llamas|*|Sequía
045,Vileplume,Planta/Veneno,80,85,Clorofila|*|Clorofila
018,Pidgeot,Normal/Volador,80,75,Keen Eye|*|Tangled Feet
074,Geodude,Roca/Tierra,80,100,Roca sólida|*|Cabeza roca
088,Grimer,Veneno,80,50,Viscosidad|*|Entrada tóxica
101,Electrode,Eléctrico,80,70,Levitación|*|Ninguna
056,Mankey,Lucha,80,35,Fuga|*|Irascible
051,Dugtrio,Tierra,80,50,Robustez|*|Arena movediza
066,Machop,Lucha,80,50,Agallas|*|Indomable
140,Kabuto,Roca/Agua,80,90,Cabeza roca|*|Armadura batalla
042,Golbat,Veneno/Volador,80,70,Levitación
020,Raticate,Normal,81,60,Run Away|*|Guts
003,Venusaur,Planta/Veneno,82,83,Clorofila|*|Espesura
055,Golduck,Agua,82,78,Despiste|*|Torrente
125,Electabuzz,Eléctrico,83,57,Energía pura|*|Cromolente
009,Blastoise,Agua,83,100,Torrente|*|Caparazón resistente
006,Charizard,Fuego/Volador,84,78,Mar llamas|*|Poder solar
148,Dragonair,Dragón,84,65,Enjambre|*|Cambio color
111,Rhyhorn,Tierra/Roca,85,95,Cabeza roca|*|Pararrayos
024,Arbok,Veneno,85,69,Muda piel|*|Intimidación
131,Lapras,Agua/Hielo,85,80,Cuerpo puro|*|Absorbeagua
062,Poliwrath,Agua/Lucha,85,95,Absorbe agua|*|Torrente
144,Articuno,Hielo/Volador,85,100,Presión|*|Ninguna
084,Doduo,Normal/Volador,85,45,Fuga|*|Cabeza roca
077,Ponyta,Fuego,85,55,Fuga|*|Cuerpo llama
015,Beedrill,Bicho/Veneno,90,40,Rivalidad|*|Enjambre
110,Weezing,Veneno,90,120,Levitación|*|Ninguna
070,Weepinbell,Planta/Veneno,90,50,Clorofila|*|Allanamiento
145,Zapdos,Eléctrico/Volador,90,85,Presión|*|Experto
026,Raichu,Eléctrico,90,55,Electricidad estática|*|Sacudida
022,Fearow,Normal/Volador,90,65,Keen Eye|*|Sniper
031,Nidoqueen,Veneno/Tierra,92,87,Velo arena|*|Rivalidad
119,Seaking,Agua,92,65,Nado rápido|*|Adaptable
075,Graveler,Roca/Tierra,95,115,Roca sólida|*|Cabeza roca
047,Parasect,Bicho/Planta,95,80,Efecto espora|*|Poder solar
091,Cloyster,Agua/Hielo,95,180,Concha gruesa|*|Caparazón
103,Exeggutor,Planta/Psíquico,95,85,Clorofila|*|Cosecha
126,Magmar,Fuego,95,57,Cuerpo llama|*|Ninguna
115,Kangaskhan,Normal,95,80,Intimidación|*|Madreselva
078,Rapidash,Fuego,100,70,Fuga|*|Cuerpo llama
067,Machoke,Lucha,100,70,Agallas|*|Indomable
146,Moltres,Fuego/Volador,100,90,Presión|*|Ninguna
128,Tauros,Normal,100,95,Intimidación|*|Encadenado
028,Sandslash,Tierra,100,110,Arena movediza|*|Velo arena
151,Mew,Psíquico,100,100,Sincronía|*|Ninguna
034,Nidoking,Veneno/Tierra,102,77,Velo arena|*|Rivalidad
089,Muk,Veneno,105,75,Viscosidad|*|Entrada tóxica
071,Victreebel,Planta/Veneno,105,65,Clorofila|*|Allanamiento
107,Hitmonchan,Lucha,105,79,Fuga|*|Puño férreo
057,Primeape,Lucha,105,60,Fuga|*|Irascible
098,Krabby,Agua,105,90,Casco rudo|*|Ninguna
142,Aerodactyl,Roca/Volador,105,65,Cabeza roca|*|Presión
134,Vaporeon,Agua,110,95,Absorbeagua|*|Humedad
123,Scyther,Bicho/Volador,110,80,Ojo compuesto|*|Experto
059,Arcanine,Fuego,110,80,Intimidación|*|Armadura ignífuga
143,Snorlax,Normal,110,65,Inmunidad|*|Aclimatación
150,Mewtwo,Psíquico,110,90,Presión|*|Ninguna
085,Dodrio,Normal/Volador,110,70,Fuga|*|Cabeza roca
141,Kabutops,Roca/Agua,115,105,Cabeza roca|*|Armadura batalla
076,Golem,Roca/Tierra,120,130,Roca sólida|*|Cabeza roca
106,Hitmonlee,Lucha,120,53,Flexibilidad|*|Indomable
130,Gyarados,Agua/Volador,125,79,Intimidación|*|Megaescamas
127,Pinsir,Bicho,125,100,Hiperacumulación|*|Ninguna
099,Kingler,Agua,130,115,Casco rudo|*|Ninguna
136,Flareon,Fuego,130,60,Cuerpo llama|*|Intimidación
112,Rhydon,Tierra/Roca,130,120,Cabeza roca|*|Pararrayos
068,Machamp,Lucha,130,80,Agallas|*|Indomable
149,Dragonite,Dragón/Volador,134,95,Enjambre|*|Cambio color
124,agus,Agua/Fuego,89,67,Humedad
